Area,School_Type,Total_School,Total_People,Male,Femal,Year
"Heilbronn, Landkreis",Realschulen,14.0,6624.0,3308.0,754.0,2021
"Hohenlohekreis, Landkreis",Realschulen,7.0,2299.0,1074.0,187.0,2021
"Schwäbisch Hall, Landkreis",Realschulen,11.0,4150.0,2020.0,308.0,2021
"Main-Tauber-Kreis, Landkreis",Realschulen,8.0,3579.0,1796.0,277.0,2021
"Heidenheim, Landkreis",Realschulen,8.0,2903.0,1409.0,424.0,2021
"Ostalbkreis, Landkreis",Realschulen,19.0,6895.0,3392.0,427.0,2021
"Baden-Baden, Stadtkreis",Realschulen,2.0,594.0,250.0,121.0,2021
"Karlsruhe, Stadtkreis",Realschulen,10.0,3591.0,1728.0,517.0,2021
"Karlsruhe, Landkreis",Realschulen,19.0,9077.0,4364.0,874.0,2021
"Rastatt, Landkreis",Realschulen,11.0,5147.0,2465.0,576.0,2021
"Heidelberg, Stadtkreis",Realschulen,5.0,1568.0,854.0,164.0,2021
"Mannheim, Stadtkreis",Realschulen,11.0,4507.0,2135.0,872.0,2021
"Neckar-Odenwald-Kreis, Landkreis",Realschulen,6.0,2533.0,1254.0,172.0,2021
"Rhein-Neckar-Kreis, Landkreis",Realschulen,17.0,8466.0,4095.0,909.0,2021
"Pforzheim, Stadtkreis",Realschulen,4.0,2244.0,1134.0,464.0,2021
"Calw, Landkreis",Realschulen,8.0,3473.0,1704.0,305.0,2021
"Enzkreis, Landkreis",Realschulen,10.0,4042.0,1970.0,416.0,2021
"Freudenstadt, Landkreis",Realschulen,6.0,2469.0,1198.0,259.0,2021
"Freiburg im Breisgau, Stadtkreis",Realschulen,9.0,2882.0,1455.0,502.0,2021
"Breisgau-Hochschwarzwald, Landkreis",Realschulen,11.0,5169.0,2476.0,507.0,2021
"Emmendingen, Landkreis",Realschulen,9.0,3114.0,1477.0,279.0,2021
"Ortenaukreis, Landkreis",Realschulen,21.0,9362.0,4617.0,804.0,2021
"Rottweil, Landkreis",Realschulen,6.0,2440.0,1202.0,198.0,2021
"Schwarzwald-Baar-Kreis, Landkreis",Realschulen,11.0,4743.0,2312.0,488.0,2021
"Tuttlingen, Landkreis",Realschulen,8.0,3547.0,1721.0,358.0,2021
"Konstanz, Landkreis",Realschulen,10.0,4730.0,2261.0,613.0,2021
"Lörrach, Landkreis",Realschulen,8.0,4538.0,2142.0,555.0,2021
"Waldshut, Landkreis",Realschulen,11.0,4431.0,2184.0,510.0,2021
"Reutlingen, Landkreis",Realschulen,9.0,4523.0,2215.0,573.0,2021
"Tübingen, Landkreis",Realschulen,3.0,1120.0,708.0,90.0,2021
"Zollernalbkreis, Landkreis",Realschulen,11.0,4231.0,2056.0,344.0,2021
"Ulm, Stadtkreis",Realschulen,5.0,2305.0,1293.0,284.0,2021
"Alb-Donau-Kreis, Landkreis",Realschulen,10.0,5008.0,2404.0,472.0,2021
"Biberach, Landkreis",Realschulen,8.0,4791.0,2225.0,335.0,2021
"Bodenseekreis, Landkreis",Realschulen,7.0,3670.0,1804.0,350.0,2021
"Ravensburg, Landkreis",Realschulen,14.0,6726.0,3315.0,408.0,2021
"Sigmaringen, Landkreis",Realschulen,7.0,2733.0,1315.0,170.0,2021
Ingolstadt,Realschulen,5.0,2901.0,1484.0,233.0,2021
"München, Landeshauptstadt",Realschulen,46.0,17638.0,8878.0,3008.0,2021
Rosenheim,Realschulen,3.0,1548.0,885.0,142.0,2021
"Altötting, Landkreis",Realschulen,4.0,2427.0,1239.0,157.0,2021
"Berchtesgadener Land, Landkreis",Realschulen,4.0,1904.0,971.0,158.0,2021
"Bad Tölz-Wolfratshausen, Landkreis",Realschulen,5.0,2511.0,1304.0,158.0,2021
"Dachau, Landkreis",Realschulen,5.0,2959.0,1472.0,174.0,2021
"Ebersberg, Landkreis",Realschulen,4.0,3166.0,1378.0,236.0,2021
"Eichstätt, Landkreis",Realschulen,4.0,2776.0,1331.0,72.0,2021
"Erding, Landkreis",Realschulen,4.0,2894.0,1627.0,154.0,2021
"Freising, Landkreis",Realschulen,6.0,3472.0,1677.0,336.0,2021
"Fürstenfeldbruck, Landkreis",Realschulen,4.0,3768.0,1858.0,357.0,2021
"Garmisch-Partenkirchen, Landkreis",Realschulen,4.0,1591.0,770.0,120.0,2021
"Landsberg am Lech, Landkreis",Realschulen,4.0,2578.0,1289.0,79.0,2021
"Miesbach, Landkreis",Realschulen,4.0,2451.0,1124.0,143.0,2021
"Mühldorf a.Inn, Landkreis",Realschulen,3.0,2022.0,992.0,137.0,2021
"München, Landkreis",Realschulen,6.0,4157.0,1820.0,487.0,2021
"Neuburg-Schrobenhausen, Landkreis",Realschulen,5.0,2802.0,1509.0,193.0,2021
"Pfaffenhofen a.d.Ilm, Landkreis",Realschulen,3.0,2568.0,1230.0,127.0,2021
"Rosenheim, Landkreis",Realschulen,9.0,4505.0,2098.0,231.0,2021
"Starnberg, Landkreis",Realschulen,3.0,2485.0,1178.0,202.0,2021
"Traunstein, Landkreis",Realschulen,7.0,3233.0,1685.0,143.0,2021
"Weilheim-Schongau, Landkreis",Realschulen,5.0,2404.0,1183.0,109.0,2021
Landshut,Realschulen,4.0,2177.0,1251.0,269.0,2021
Passau,Realschulen,3.0,1104.0,648.0,167.0,2021
Straubing,Realschulen,4.0,1372.0,731.0,84.0,2021
"Deggendorf, Landkreis",Realschulen,5.0,2408.0,1290.0,146.0,2021
"Freyung-Grafenau, Landkreis",Realschulen,2.0,1131.0,562.0,23.0,2021
"Kelheim, Landkreis",Realschulen,5.0,2422.0,1264.0,125.0,2021
"Landshut, Landkreis",Realschulen,5.0,3397.0,1468.0,176.0,2021
"Passau, Landkreis",Realschulen,7.0,3224.0,1498.0,155.0,2021
"Regen, Landkreis",Realschulen,3.0,1462.0,708.0,33.0,2021
"Rottal-Inn, Landkreis",Realschulen,4.0,2722.0,1344.0,137.0,2021
"Straubing-Bogen, Landkreis",Realschulen,3.0,1287.0,751.0,49.0,2021
"Dingolfing-Landau, Landkreis",Realschulen,3.0,2002.0,1004.0,97.0,2021
Amberg,Realschulen,3.0,1607.0,832.0,65.0,2021
Regensburg,Realschulen,7.0,2752.0,1512.0,216.0,2021
Weiden i.d.OPf.,Realschulen,3.0,1162.0,609.0,75.0,2021
"Amberg-Sulzbach, Landkreis",Realschulen,2.0,930.0,433.0,25.0,2021
"Cham, Landkreis",Realschulen,6.0,2558.0,1299.0,79.0,2021
"Neumarkt i.d.OPf., Landkreis",Realschulen,5.0,2818.0,1433.0,92.0,2021
"Neustadt a.d.Waldnaab, Landkreis",Realschulen,3.0,1464.0,726.0,29.0,2021
"Regensburg, Landkreis",Realschulen,4.0,2210.0,929.0,95.0,2021
"Schwandorf, Landkreis",Realschulen,6.0,2582.0,1360.0,97.0,2021
"Tirschenreuth, Landkreis",Realschulen,3.0,1385.0,649.0,24.0,2021
Bamberg,Realschulen,4.0,1283.0,777.0,128.0,2021
Bayreuth,Realschulen,4.0,1620.0,749.0,113.0,2021
Coburg,Realschulen,3.0,1524.0,768.0,88.0,2021
Hof,Realschulen,2.0,734.0,342.0,101.0,2021
"Bamberg, Landkreis",Realschulen,3.0,1963.0,805.0,43.0,2021
"Bayreuth, Landkreis",Realschulen,2.0,1029.0,515.0,16.0,2021
"Coburg, Landkreis",Realschulen,1.0,569.0,269.0,24.0,2021
"Forchheim, Landkreis",Realschulen,3.0,2269.0,1109.0,88.0,2021
"Hof, Landkreis",Realschulen,3.0,1386.0,667.0,51.0,2021
"Kronach, Landkreis",Realschulen,2.0,1064.0,552.0,33.0,2021
"Kulmbach, Landkreis",Realschulen,2.0,717.0,336.0,31.0,2021
"Lichtenfels, Landkreis",Realschulen,3.0,1185.0,590.0,25.0,2021
"Wunsiedel i.Fichtelgebirge, Landkreis",Realschulen,4.0,1423.0,719.0,74.0,2021
Ansbach,Realschulen,2.0,1251.0,589.0,93.0,2021
Erlangen,Realschulen,3.0,1995.0,945.0,227.0,2021
Fürth,Realschulen,3.0,1891.0,842.0,291.0,2021
Nürnberg,Realschulen,15.0,7319.0,3652.0,1108.0,2021
Schwabach,Realschulen,2.0,991.0,490.0,64.0,2021
"Ansbach, Landkreis",Realschulen,8.0,3779.0,1800.0,165.0,2021
"Erlangen-Höchstadt, Landkreis",Realschulen,2.0,1744.0,845.0,77.0,2021
"Fürth, Landkreis",Realschulen,2.0,1476.0,756.0,69.0,2021
"Nürnberger Land, Landkreis",Realschulen,5.0,3123.0,1480.0,140.0,2021
"Neustadt a.d.Aisch-Bad Windsheim, Landkreis",Realschulen,4.0,2170.0,1028.0,89.0,2021
"Roth, Landkreis",Realschulen,4.0,1984.0,1034.0,73.0,2021
"Weißenburg-Gunzenhausen, Landkreis",Realschulen,4.0,1544.0,811.0,103.0,2021
Aschaffenburg,Realschulen,4.0,1825.0,1038.0,168.0,2021
Schweinfurt,Realschulen,4.0,1774.0,845.0,146.0,2021
Würzburg,Realschulen,7.0,2749.0,1590.0,267.0,2021
"Aschaffenburg, Landkreis",Realschulen,5.0,2834.0,1238.0,96.0,2021
"Bad Kissingen, Landkreis",Realschulen,3.0,1578.0,784.0,39.0,2021
"Rhön-Grabfeld, Landkreis",Realschulen,4.0,1682.0,837.0,46.0,2021
"Haßberge, Landkreis",Realschulen,4.0,1920.0,921.0,55.0,2021
"Kitzingen, Landkreis",Realschulen,7.0,2185.0,1130.0,118.0,2021
"Miltenberg, Landkreis",Realschulen,4.0,2143.0,991.0,79.0,2021
"Main-Spessart, Landkreis",Realschulen,6.0,2562.0,1264.0,80.0,2021
"Schweinfurt, Landkreis",Realschulen,2.0,859.0,391.0,28.0,2021
"Würzburg, Landkreis",Realschulen,2.0,1395.0,569.0,51.0,2021
Augsburg,Realschulen,10.0,5099.0,2863.0,696.0,2021
Kaufbeuren,Realschulen,3.0,1414.0,827.0,83.0,2021
Kempten (Allgäu),Realschulen,4.0,2199.0,1227.0,116.0,2021
Memmingen,Realschulen,3.0,1287.0,636.0,126.0,2021
"Aichach-Friedberg, Landkreis",Realschulen,5.0,2842.0,1235.0,113.0,2021
"Augsburg, Landkreis",Realschulen,6.0,4592.0,2092.0,245.0,2021
"Dillingen a.d.Donau, Landkreis",Realschulen,3.0,1860.0,957.0,82.0,2021
"Günzburg, Landkreis",Realschulen,7.0,2893.0,1460.0,207.0,2021
"Neu-Ulm, Landkreis",Realschulen,6.0,3103.0,1534.0,236.0,2021
"Lindau (Bodensee), Landkreis",Realschulen,3.0,1236.0,637.0,87.0,2021
"Ostallgäu, Landkreis",Realschulen,4.0,2482.0,1221.0,90.0,2021
"Unterallgäu, Landkreis",Realschulen,5.0,2601.0,1326.0,130.0,2021
"Donau-Ries, Landkreis",Realschulen,8.0,3246.0,1641.0,158.0,2021
"Oberallgäu, Landkreis",Realschulen,4.0,1349.0,670.0,61.0,2021
"Saarbrücken, Regionalverband",Realschulen,1.0,501.0,290.0,6.0,2021
"Saarbrücken, Landeshauptstadt",Realschulen,1.0,501.0,290.0,6.0,2021
Saarpfalz-Kreis,Realschulen,1.0,538.0,303.0,62.0,2021
"Flensburg, kreisfreie Stadt",Sonderschulen/Förderschulen,5.0,415.0,169.0,14.0,2012
"Kiel, Landeshauptstadt, kreisfreie Stadt",Sonderschulen/Förderschulen,9.0,522.0,197.0,36.0,2012
"Lübeck, Hansestadt, kreisfreie Stadt",Sonderschulen/Förderschulen,8.0,567.0,220.0,46.0,2012
"Neumünster, kreisfreie Stadt",Sonderschulen/Förderschulen,3.0,260.0,92.0,23.0,2012
"Dithmarschen, Landkreis",Sonderschulen/Förderschulen,6.0,442.0,144.0,8.0,2012
"Herzogtum Lauenburg, Landkreis",Sonderschulen/Förderschulen,10.0,584.0,205.0,27.0,2012
"Nordfriesland, Landkreis",Sonderschulen/Förderschulen,15.0,492.0,185.0,10.0,2012
"Ostholstein, Landkreis",Sonderschulen/Förderschulen,9.0,545.0,177.0,13.0,2012
"Pinneberg, Landkreis",Sonderschulen/Förderschulen,11.0,609.0,234.0,80.0,2012
"Plön, Landkreis",Sonderschulen/Förderschulen,7.0,413.0,156.0,8.0,2012
"Rendsburg-Eckernförde, Landkreis",Sonderschulen/Förderschulen,16.0,561.0,184.0,21.0,2012
"Schleswig-Flensburg, Landkreis",Sonderschulen/Förderschulen,13.0,527.0,202.0,16.0,2012
"Segeberg, Landkreis",Sonderschulen/Förderschulen,12.0,508.0,180.0,23.0,2012
"Steinburg, Landkreis",Sonderschulen/Förderschulen,4.0,199.0,83.0,5.0,2012
"Stormarn, Landkreis",Sonderschulen/Förderschulen,7.0,337.0,127.0,24.0,2012
Hamburg,Sonderschulen/Förderschulen,42.0,5533.0,1968.0,1041.0,2012
"Braunschweig, kreisfreie Stadt",Sonderschulen/Förderschulen,9.0,1005.0,321.0,86.0,2012
"Salzgitter, kreisfreie Stadt",Sonderschulen/Förderschulen,4.0,392.0,140.0,105.0,2012
"Wolfsburg, kreisfreie Stadt",Sonderschulen/Förderschulen,4.0,389.0,155.0,28.0,2012
"Gifhorn, Landkreis",Sonderschulen/Förderschulen,3.0,309.0,101.0,14.0,2012
"Göttingen, Landkreis",Sonderschulen/Förderschulen,11.0,995.0,331.0,161.0,2012
"Goslar, Landkreis",Sonderschulen/Förderschulen,8.0,615.0,219.0,60.0,2012
"Helmstedt, Landkreis",Sonderschulen/Förderschulen,2.0,407.0,159.0,21.0,2012
"Northeim, Landkreis",Sonderschulen/Förderschulen,6.0,501.0,191.0,47.0,2012
"Osterode am Harz, Landkreis",Sonderschulen/Förderschulen,2.0,359.0,151.0,21.0,2012
"Peine, Landkreis",Sonderschulen/Förderschulen,5.0,510.0,174.0,72.0,2012
"Wolfenbüttel, Landkreis",Sonderschulen/Förderschulen,4.0,421.0,172.0,29.0,2012
"Region Hannover, Landkreis",Sonderschulen/Förderschulen,47.0,5223.0,1836.0,768.0,2012
"Hannover, Landeshauptstadt",Sonderschulen/Förderschulen,19.0,2504.0,848.0,401.0,2012
"Diepholz, Landkreis",Sonderschulen/Förderschulen,5.0,839.0,280.0,86.0,2012
"Hameln-Pyrmont, Landkreis",Sonderschulen/Förderschulen,7.0,435.0,163.0,43.0,2012
"Hildesheim, Landkreis",Sonderschulen/Förderschulen,14.0,1693.0,629.0,178.0,2012
"Holzminden, Landkreis",Sonderschulen/Förderschulen,5.0,278.0,105.0,20.0,2012
"Nienburg (Weser), Landkreis",Sonderschulen/Förderschulen,10.0,598.0,216.0,69.0,2012
"Schaumburg, Landkreis",Sonderschulen/Förderschulen,5.0,246.0,93.0,37.0,2012
"Celle, Landkreis",Sonderschulen/Förderschulen,9.0,844.0,278.0,30.0,2012
"Cuxhaven, Landkreis",Sonderschulen/Förderschulen,9.0,798.0,290.0,75.0,2012
"Harburg, Landkreis",Sonderschulen/Förderschulen,5.0,650.0,241.0,28.0,2012
"Lüchow-Dannenberg, Landkreis",Sonderschulen/Förderschulen,4.0,302.0,105.0,6.0,2012
"Lüneburg, Landkreis",Sonderschulen/Förderschulen,7.0,596.0,243.0,47.0,2012
"Osterholz, Landkreis",Sonderschulen/Förderschulen,4.0,285.0,110.0,18.0,2012
"Rotenburg (Wümme), Landkreis",Sonderschulen/Förderschulen,5.0,651.0,215.0,43.0,2012
"Heidekreis, Landkreis",Sonderschulen/Förderschulen,9.0,628.0,249.0,39.0,2012
"Stade, Landkreis",Sonderschulen/Förderschulen,6.0,518.0,191.0,50.0,2012
"Uelzen, Landkreis",Sonderschulen/Förderschulen,6.0,231.0,59.0,6.0,2012
"Verden, Landkreis",Sonderschulen/Förderschulen,4.0,413.0,137.0,46.0,2012
"Delmenhorst, kreisfreie Stadt",Sonderschulen/Förderschulen,3.0,339.0,134.0,50.0,2012
"Emden, kreisfreie Stadt",Sonderschulen/Förderschulen,2.0,208.0,92.0,6.0,2012
"Oldenburg (Oldenburg), kreisfreie Stadt",Sonderschulen/Förderschulen,8.0,1048.0,394.0,90.0,2012
"Osnabrück, kreisfreie Stadt",Sonderschulen/Förderschulen,7.0,1156.0,398.0,113.0,2012
"Wilhelmshaven, kreisfreie Stadt",Sonderschulen/Förderschulen,4.0,341.0,128.0,27.0,2012
"Ammerland, Landkreis",Sonderschulen/Förderschulen,7.0,613.0,186.0,19.0,2012
"Aurich, Landkreis",Sonderschulen/Förderschulen,12.0,997.0,326.0,46.0,2012
"Cloppenburg, Landkreis",Sonderschulen/Förderschulen,5.0,801.0,282.0,46.0,2012
"Emsland, Landkreis",Sonderschulen/Förderschulen,13.0,1242.0,441.0,132.0,2012
"Friesland, Landkreis",Sonderschulen/Förderschulen,5.0,602.0,173.0,38.0,2012
"Grafschaft Bentheim, Landkreis",Sonderschulen/Förderschulen,6.0,705.0,227.0,99.0,2012
"Leer, Landkreis",Sonderschulen/Förderschulen,11.0,978.0,387.0,60.0,2012
"Oldenburg, Landkreis",Sonderschulen/Förderschulen,8.0,506.0,178.0,20.0,2012
"Osnabrück, Landkreis",Sonderschulen/Förderschulen,13.0,1160.0,418.0,166.0,2012
"Vechta, Landkreis",Sonderschulen/Förderschulen,5.0,808.0,283.0,76.0,2012
"Wesermarsch, Landkreis",Sonderschulen/Förderschulen,3.0,337.0,113.0,26.0,2012
"Wittmund, Landkreis",Sonderschulen/Förderschulen,3.0,322.0,127.0,5.0,2012
"Bremen, kreisfreie Stadt",Sonderschulen/Förderschulen,13.0,883.0,343.0,199.0,2012
"Bremerhaven, kreisfreie Stadt",Sonderschulen/Förderschulen,3.0,345.0,154.0,64.0,2012
"Düsseldorf, kreisfreie Stadt",Sonderschulen/Förderschulen,21.0,2916.0,934.0,576.0,2012
"Duisburg, kreisfreie Stadt",Sonderschulen/Förderschulen,17.0,2245.0,765.0,526.0,2012
"Essen, kreisfreie Stadt",Sonderschulen/Förderschulen,23.0,3477.0,1242.0,688.0,2012
"Krefeld, kreisfreie Stadt",Sonderschulen/Förderschulen,8.0,1279.0,489.0,211.0,2012
"Mönchengladbach, kreisfreie Stadt",Sonderschulen/Förderschulen,12.0,1611.0,545.0,150.0,2012
"Mülheim an der Ruhr, kreisfreie Stadt",Sonderschulen/Förderschulen,4.0,592.0,195.0,126.0,2012
"Oberhausen, kreisfreie Stadt",Sonderschulen/Förderschulen,7.0,890.0,329.0,188.0,2012
"Remscheid, kreisfreie Stadt",Sonderschulen/Förderschulen,4.0,531.0,200.0,117.0,2012
"Solingen, kreisfreie Stadt",Sonderschulen/Förderschulen,6.0,726.0,193.0,157.0,2012
"Wuppertal, kreisfreie Stadt",Sonderschulen/Förderschulen,13.0,1935.0,676.0,355.0,2012
"Kleve, Kreis",Sonderschulen/Förderschulen,12.0,1519.0,532.0,95.0,2012
"Mettmann, Kreis",Sonderschulen/Förderschulen,15.0,1918.0,638.0,245.0,2012
Rhein-Kreis Neuss,Sonderschulen/Förderschulen,12.0,1574.0,507.0,216.0,2012
"Viersen, Kreis",Sonderschulen/Förderschulen,10.0,1442.0,548.0,103.0,2012
"Wesel, Kreis",Sonderschulen/Förderschulen,14.0,1968.0,602.0,217.0,2012
"Bonn, kreisfreie Stadt",Sonderschulen/Förderschulen,11.0,1350.0,462.0,166.0,2012
"Köln, kreisfreie Stadt",Sonderschulen/Förderschulen,32.0,4956.0,1757.0,1292.0,2012
"Leverkusen, kreisfreie Stadt",Sonderschulen/Förderschulen,4.0,516.0,189.0,83.0,2012
Städteregion Aachen (einschl. Stadt Aachen),Sonderschulen/Förderschulen,27.0,3060.0,1071.0,444.0,2012
"Aachen, krfr. Stadt",Sonderschulen/Förderschulen,15.0,1470.0,525.0,255.0,2012
"Düren, Kreis",Sonderschulen/Förderschulen,11.0,1561.0,577.0,189.0,2012
Rhein-Erft-Kreis,Sonderschulen/Förderschulen,19.0,2028.0,646.0,253.0,2012
"Euskirchen, Kreis",Sonderschulen/Förderschulen,12.0,1344.0,439.0,107.0,2012
"Heinsberg, Kreis",Sonderschulen/Förderschulen,8.0,1096.0,373.0,88.0,2012
Oberbergischer Kreis,Sonderschulen/Förderschulen,13.0,1494.0,545.0,167.0,2012
Rheinisch-Bergischer Kreis,Sonderschulen/Förderschulen,10.0,1410.0,457.0,163.0,2012
Rhein-Sieg-Kreis,Sonderschulen/Förderschulen,21.0,2352.0,782.0,303.0,2012
"Bottrop, kreisfreie Stadt",Sonderschulen/Förderschulen,3.0,402.0,148.0,95.0,2012
"Gelsenkirchen, kreisfreie Stadt",Sonderschulen/Förderschulen,15.0,2052.0,795.0,465.0,2012
"Münster, kreisfreie Stadt",Sonderschulen/Förderschulen,13.0,1920.0,744.0,259.0,2012
"Borken, Kreis",Sonderschulen/Förderschulen,14.0,1935.0,688.0,182.0,2012
"Coesfeld, Kreis",Sonderschulen/Förderschulen,7.0,960.0,313.0,68.0,2012
"Recklinghausen, Kreis",Sonderschulen/Förderschulen,26.0,3167.0,1146.0,481.0,2012
"Steinfurt, Kreis",Sonderschulen/Förderschulen,17.0,2444.0,846.0,324.0,2012
"Warendorf, Kreis",Sonderschulen/Förderschulen,12.0,1249.0,415.0,117.0,2012
"Bielefeld, kreisfreie Stadt",Sonderschulen/Förderschulen,17.0,2169.0,795.0,364.0,2012
"Gütersloh, Kreis",Sonderschulen/Förderschulen,14.0,1435.0,458.0,181.0,2012
"Herford, Kreis",Sonderschulen/Förderschulen,9.0,1071.0,329.0,111.0,2012
"Höxter, Kreis",Sonderschulen/Förderschulen,11.0,901.0,272.0,43.0,2012
"Lippe, Kreis",Sonderschulen/Förderschulen,16.0,1816.0,626.0,184.0,2012
"Minden-Lübbecke, Kreis",Sonderschulen/Förderschulen,15.0,1833.0,636.0,152.0,2012
"Paderborn, Kreis",Sonderschulen/Förderschulen,15.0,1827.0,622.0,166.0,2012
"Bochum, kreisfreie Stadt",Sonderschulen/Förderschulen,16.0,2062.0,729.0,283.0,2012
"Dortmund, kreisfreie Stadt",Sonderschulen/Förderschulen,23.0,3199.0,1095.0,446.0,2012
"Hagen, kreisfreie Stadt",Sonderschulen/Förderschulen,7.0,918.0,322.0,208.0,2012
"Hamm, kreisfreie Stadt",Sonderschulen/Förderschulen,9.0,1170.0,411.0,169.0,2012
"Herne, kreisfreie Stadt",Sonderschulen/Förderschulen,8.0,806.0,288.0,141.0,2012
Ennepe-Ruhr-Kreis,Sonderschulen/Förderschulen,14.0,1333.0,496.0,216.0,2012
Hochsauerlandkreis,Sonderschulen/Förderschulen,21.0,1759.0,527.0,174.0,2012
Märkischer Kreis,Sonderschulen/Förderschulen,17.0,2052.0,725.0,346.0,2012
"Olpe, Kreis",Sonderschulen/Förderschulen,10.0,1106.0,369.0,145.0,2012
"Siegen-Wittgenstein, Kreis",Sonderschulen/Förderschulen,12.0,1115.0,408.0,186.0,2012
"Soest, Kreis",Sonderschulen/Förderschulen,15.0,1906.0,645.0,210.0,2012
"Unna, Kreis",Sonderschulen/Förderschulen,14.0,1814.0,593.0,238.0,2012
"Darmstadt, kreisfreie Stadt",Sonderschulen/Förderschulen,4.0,662.0,253.0,159.0,2012
"Frankfurt am Main, kreisfreie Stadt",Sonderschulen/Förderschulen,21.0,2713.0,966.0,826.0,2012
"Offenbach am Main, kreisfreie Stadt",Sonderschulen/Förderschulen,4.0,620.0,180.0,172.0,2012
"Wiesbaden, Landeshauptstadt, kreisfreie Stadt",Sonderschulen/Förderschulen,10.0,1234.0,443.0,236.0,2012
"Bergstraße, Landkreis",Sonderschulen/Förderschulen,8.0,688.0,253.0,118.0,2012
"Darmstadt-Dieburg, Landkreis",Sonderschulen/Förderschulen,15.0,1258.0,467.0,179.0,2012
"Groß-Gerau, Landkreis",Sonderschulen/Förderschulen,8.0,988.0,349.0,267.0,2012
Hochtaunuskreis,Sonderschulen/Förderschulen,5.0,650.0,257.0,128.0,2012
Main-Kinzig-Kreis,Sonderschulen/Förderschulen,16.0,1612.0,604.0,269.0,2012
Main-Taunus-Kreis,Sonderschulen/Förderschulen,7.0,564.0,197.0,107.0,2012
Odenwaldkreis,Sonderschulen/Förderschulen,14.0,492.0,169.0,97.0,2012
"Offenbach, Landkreis",Sonderschulen/Förderschulen,11.0,989.0,375.0,284.0,2012
Rheingau-Taunus-Kreis,Sonderschulen/Förderschulen,8.0,911.0,302.0,133.0,2012
Wetteraukreis,Sonderschulen/Förderschulen,11.0,1436.0,537.0,189.0,2012
"Gießen, Landkreis",Sonderschulen/Förderschulen,10.0,1332.0,467.0,99.0,2012
Lahn-Dill-Kreis,Sonderschulen/Förderschulen,6.0,804.0,329.0,98.0,2012
"Limburg-Weilburg, Landkreis",Sonderschulen/Förderschulen,5.0,615.0,231.0,71.0,2012
"Marburg-Biedenkopf, Landkreis",Sonderschulen/Förderschulen,17.0,1060.0,371.0,88.0,2012
Vogelsbergkreis,Sonderschulen/Förderschulen,6.0,312.0,120.0,18.0,2012
"Kassel, kreisfreie Stadt",Sonderschulen/Förderschulen,11.0,1327.0,480.0,162.0,2012
"Fulda, Landkreis",Sonderschulen/Förderschulen,12.0,858.0,334.0,57.0,2012
"Hersfeld-Rotenburg, Landkreis",Sonderschulen/Förderschulen,4.0,325.0,144.0,23.0,2012
"Kassel, Landkreis",Sonderschulen/Förderschulen,5.0,757.0,226.0,48.0,2012
Schwalm-Eder-Kreis,Sonderschulen/Förderschulen,13.0,1108.0,383.0,70.0,2012
"Waldeck-Frankenberg, Landkreis",Sonderschulen/Förderschulen,9.0,1012.0,356.0,44.0,2012
Werra-Meißner-Kreis,Sonderschulen/Förderschulen,6.0,369.0,131.0,9.0,2012
"Koblenz, kreisfreie Stadt",Sonderschulen/Förderschulen,3.0,342.0,111.0,23.0,2012
"Ahrweiler, Landkreis",Sonderschulen/Förderschulen,5.0,412.0,151.0,47.0,2012
"Altenkirchen (Westerwald), Landkreis",Sonderschulen/Förderschulen,3.0,254.0,93.0,9.0,2012
"Bad Kreuznach, Landkreis",Sonderschulen/Förderschulen,6.0,565.0,223.0,30.0,2012
"Birkenfeld, Landkreis",Sonderschulen/Förderschulen,4.0,366.0,134.0,16.0,2012
"Cochem-Zell, Landkreis",Sonderschulen/Förderschulen,4.0,285.0,106.0,13.0,2012
"Mayen-Koblenz, Landkreis",Sonderschulen/Förderschulen,8.0,631.0,191.0,18.0,2012
"Neuwied, Landkreis",Sonderschulen/Förderschulen,10.0,1620.0,588.0,75.0,2012
Rhein-Hunsrück-Kreis,Sonderschulen/Förderschulen,3.0,345.0,141.0,11.0,2012
Rhein-Lahn-Kreis,Sonderschulen/Förderschulen,6.0,406.0,149.0,40.0,2012
Westerwaldkreis,Sonderschulen/Förderschulen,8.0,704.0,250.0,35.0,2012
"Trier, kreisfreie Stadt",Sonderschulen/Förderschulen,5.0,491.0,176.0,17.0,2012
"Bernkastel-Wittlich, Landkreis",Sonderschulen/Förderschulen,5.0,509.0,146.0,20.0,2012
Eifelkreis Bitburg-Prüm,Sonderschulen/Förderschulen,3.0,329.0,117.0,35.0,2012
"Vulkaneifel, Landkreis",Sonderschulen/Förderschulen,2.0,185.0,82.0,5.0,2012
"Trier-Saarburg, Landkreis",Sonderschulen/Förderschulen,5.0,549.0,193.0,33.0,2012
"Frankenthal (Pfalz), kreisfreie Stadt",Sonderschulen/Förderschulen,4.0,580.0,237.0,79.0,2012
"Kaiserslautern, kreisfreie Stadt",Sonderschulen/Förderschulen,2.0,258.0,91.0,9.0,2012
"Landau in der Pfalz, kreisfreie Stadt",Sonderschulen/Förderschulen,4.0,649.0,179.0,8.0,2012
"Ludwigshafen am Rhein, kreisfreie Stadt",Sonderschulen/Förderschulen,5.0,953.0,409.0,244.0,2012
"Mainz, kreisfreie Stadt",Sonderschulen/Förderschulen,3.0,399.0,122.0,58.0,2012
"Neustadt an der Weinstraße, kreisfreie Stadt",Sonderschulen/Förderschulen,1.0,133.0,57.0,7.0,2012
